Selected GPU: cuda:0
Loading ImageNet dataset...
Number of classes:              1000
Original train size:            1281167
Original validation size:       50000
Using 128116 train samples  (10.0%)
Using 2500   val samples    (5.0%)
Sample image saved to /home/vd0034/shallow_learning/scripts/sample_train.png
Sample image saved to /home/vd0034/shallow_learning/scripts/sample_val.png
Total trainable parameters: 5,464,040

=== Epoch 1/1000 ===
/home/vd0034/shallow_learning/.venv/lib/python3.12/site-packages/PIL/TiffImagePlugin.py:949: UserWarning: Corrupt EXIF data.  Expecting to read 2 bytes but only got 0. 
  warnings.warn(str(msg))
  Batch [1000/1001] Loss: 5.6849  Batch Acc: 0.0469
  >> Epoch 3 Summary — Loss: 5.6847  Train Acc: 0.0383  Val Acc: 0.0488

=== Epoch 4/1000 ===
/home/vd0034/shallow_learning/.venv/lib/python3.12/site-packages/PIL/TiffImagePlugin.py:949: UserWarning: Corrupt EXIF data.  Expecting to read 2 bytes but only got 0. 
  warnings.warn(str(msg))
  Batch [10/1001] Loss: 5.4399  Batch Acc: 0.0156
  Batch [20/1001] Loss: 5.6335  Batch Acc: 0.0391
  Batch [30/1001] Loss: 5.5772  Batch Acc: 0.0391
  Batch [40/1001] Loss: 5.6413  Batch Acc: 0.0391
  Batch [50/1001] Loss: 5.4326  Batch Acc: 0.0234
  Batch [60/1001] Loss: 5.3789  Batch Acc: 0.0391
  Batch [70/1001] Loss: 5.4659  Batch Acc: 0.0078
  Batch [80/1001] Loss: 5.3490  Batch Acc: 0.0469
  Batch [90/1001] Loss: 5.5667  Batch Acc: 0.0391
  Batch [100/1001] Loss: 5.3235  Batch Acc: 0.0625
  Batch [110/1001] Loss: 5.5524  Batch Acc: 0.0469
  Batch [120/1001] Loss: 5.4910  Batch Acc: 0.0781
  Batch [130/1001] Loss: 5.5696  Batch Acc: 0.0391
  Batch [140/1001] Loss: 5.5917  Batch Acc: 0.0469
  Batch [150/1001] Loss: 5.5718  Batch Acc: 0.0078
  Batch [160/1001] Loss: 5.4017  Batch Acc: 0.0469
  Batch [170/1001] Loss: 5.4104  Batch Acc: 0.0781
  Batch [180/1001] Loss: 5.3489  Batch Acc: 0.0391
  Batch [190/1001] Loss: 5.3915  Batch Acc: 0.0781
  Batch [200/1001] Loss: 5.5516  Batch Acc: 0.0469
  Batch [210/1001] Loss: 5.5642  Batch Acc: 0.0469
  Batch [220/1001] Loss: 5.5544  Batch Acc: 0.0391
  Batch [230/1001] Loss: 5.6432  Batch Acc: 0.0547
  Batch [240/1001] Loss: 5.6078  Batch Acc: 0.0312
  Batch [250/1001] Loss: 5.3036  Batch Acc: 0.0312
  Batch [260/1001] Loss: 5.4453  Batch Acc: 0.0703
  Batch [270/1001] Loss: 5.5260  Batch Acc: 0.0234
  Batch [280/1001] Loss: 5.5150  Batch Acc: 0.0547
  Batch [290/1001] Loss: 5.4107  Batch Acc: 0.0703
  Batch [300/1001] Loss: 5.3038  Batch Acc: 0.0547
  Batch [310/1001] Loss: 5.5268  Batch Acc: 0.0391
  Batch [320/1001] Loss: 5.5006  Batch Acc: 0.0625
  Batch [330/1001] Loss: 5.5755  Batch Acc: 0.0703
  Batch [340/1001] Loss: 5.6540  Batch Acc: 0.0391
  Batch [350/1001] Loss: 5.5196  Batch Acc: 0.0312
  Batch [360/1001] Loss: 5.5159  Batch Acc: 0.0547
  Batch [370/1001] Loss: 5.4103  Batch Acc: 0.0469
  Batch [380/1001] Loss: 5.2717  Batch Acc: 0.0547
  Batch [390/1001] Loss: 5.5221  Batch Acc: 0.0547
  Batch [400/1001] Loss: 5.6225  Batch Acc: 0.0703
  Batch [410/1001] Loss: 5.4948  Batch Acc: 0.0469
  Batch [420/1001] Loss: 5.4249  Batch Acc: 0.0469
  Batch [430/1001] Loss: 5.2634  Batch Acc: 0.0703
  Batch [440/1001] Loss: 5.3474  Batch Acc: 0.0547
  Batch [450/1001] Loss: 5.6638  Batch Acc: 0.0391
  Batch [460/1001] Loss: 5.4670  Batch Acc: 0.0391
  Batch [470/1001] Loss: 5.3037  Batch Acc: 0.0547
  Batch [480/1001] Loss: 5.7057  Batch Acc: 0.0391
  Batch [490/1001] Loss: 5.4404  Batch Acc: 0.0625
  Batch [500/1001] Loss: 5.4374  Batch Acc: 0.0391
